rank,domain,syllables,ending,sound_note,checked_at
463,"drisut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
464,"flugek.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
465,"frotuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.032Z
466,"glexok.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
467,"grubax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
468,"plemes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.033Z
469,"prupit.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -it hard ending",2026-07-24T03:30:54.034Z
470,"slobus.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
471,"spemas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.032Z
472,"stuxir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
473,"swobar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.032Z
474,"tronuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
475,"vruves.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
476,"felmil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
477,"furdix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.035Z
478,"lirdas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.033Z
479,"lunkex.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ex hard ending",2026-07-24T03:30:54.032Z
480,"nulkak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
481,"rardus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.032Z
482,"skivur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
483,"snivis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.033Z
484,"sorsul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
485,"sumbes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.035Z
486,"vinkur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
487,"vunul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
488,"mirdol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
489,"rilkot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
490,"rornis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.034Z
491,"ruldil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.032Z
492,"balkal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.034Z
493,"blexek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
494,"devrok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
495,"divrax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
496,"pumbul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
497,"telkir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
498,"tonsul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
499,"tugrer.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.034Z
500,"cugrir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
501,"jonkut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
502,"julvut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
503,"zelkut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
504,"zophul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.032Z
505,"thrabut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.035Z
506,"favrad.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ad hard ending",2026-07-24T03:30:54.033Z
507,"fosenx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.033Z
508,"brudak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
509,"clegir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
510,"crozas.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -as hard ending",2026-07-24T03:30:54.034Z
511,"drixek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
512,"flapil.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
513,"fruvat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.032Z
514,"glitax.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
515,"grexur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
516,"plemot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
517,"prupok.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ok hard ending",2026-07-24T03:30:54.032Z
518,"slobut.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
519,"spepel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
520,"stuxor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
521,"swamur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
522,"trorel.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -el hard ending",2026-07-24T03:30:54.033Z
523,"vruvos.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
524,"febind.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nd hard ending",2026-07-24T03:30:54.034Z
525,"furdot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.035Z
526,"lirdux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
527,"lunkis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.034Z
528,"nulkok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
529,"ratrik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
530,"skizan.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -an hard ending",2026-07-24T03:30:54.034Z
531,"snivuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
532,"sotrer.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.034Z
533,"sumbos.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -os hard ending",2026-07-24T03:30:54.035Z
534,"mirdun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
535,"rimpik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
536,"rornot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
537,"ruldul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
538,"blidas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.034Z
539,"dedril.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
540,"dibrir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.032Z
541,"pumbun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.035Z
542,"tentul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
543,"torkur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
544,"tugrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
545,"cunsil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
546,"jordok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
547,"zenkok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
548,"zophun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
549,"thrapax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
550,"fazanx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.035Z
551,"brarat.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
552,"clenut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
553,"crozos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
554,"drofat.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
555,"flapul.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
556,"frarox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
557,"glixak.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
558,"gribil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.032Z
559,"plemus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.032Z
560,"pravun.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
561,"sludek.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
562,"spepen.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -en hard ending",2026-07-24T03:30:54.033Z
563,"stomol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
564,"swamad.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ad hard ending",2026-07-24T03:30:54.035Z
565,"troren.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -en hard ending",2026-07-24T03:30:54.034Z
566,"vruvus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
567,"febond.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nd hard ending",2026-07-24T03:30:54.033Z
568,"furdut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
569,"lirdar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
570,"lunkux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.032Z
571,"nulkus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
572,"rardal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.034Z
573,"skizin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.034Z
574,"snobax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
575,"sotrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
576,"sumpes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
577,"mirmek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
578,"ribrir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
579,"rornux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
580,"blidux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
581,"dedrul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
582,"pumbur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
583,"jovrak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
584,"zetres.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.033Z
585,"zordek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
586,"thrapix.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
587,"brisur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
588,"clidil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.035Z
589,"crozuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
590,"drufek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
591,"flapun.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
592,"frezil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.032Z
593,"glixok.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
594,"gralil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
595,"plilex.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ex hard ending",2026-07-24T03:30:54.034Z
596,"prinak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.035Z
597,"slufek.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
598,"spepil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
599,"stunun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
600,"swamep.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ep hard ending",2026-07-24T03:30:54.032Z
601,"trasop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
602,"vralas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.033Z
603,"feldop.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -op hard ending",2026-07-24T03:30:54.033Z
604,"fuxul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.035Z
605,"luvrux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
606,"nuphor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.032Z
607,"rardel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
608,"skizol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
609,"snobix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.033Z
610,"sovror.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.034Z
611,"sumpus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
612,"mirmok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
613,"rigril.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.035Z
614,"rorsol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
615,"blivux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
616,"thrapus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.032Z
617,"brubal.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -al hard ending",2026-07-24T03:30:54.035Z
618,"clulox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
619,"crudot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
620,"drufet.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
621,"flegur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
622,"frezol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.035Z
623,"glokes.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
624,"gralul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
625,"plilux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
626,"prumot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
627,"sluzex.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ex hard ending",2026-07-24T03:30:54.034Z
628,"spepin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.033Z
629,"strasuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
630,"swamup.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -up hard ending",2026-07-24T03:30:54.033Z
631,"trazep.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ep hard ending",2026-07-24T03:30:54.034Z
632,"vralek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
633,"fenost.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -st hard ending",2026-07-24T03:30:54.033Z
634,"fuldol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
635,"lulkir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
636,"nuphur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.032Z
637,"rarder.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.033Z
638,"skosar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
639,"snokox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
640,"sumput.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
641,"rigrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
642,"rorson.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.033Z
643,"blixuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
644,"thredes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
645,"brubul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.035Z
646,"clalel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
647,"crukes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
648,"drufut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
649,"flelas.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -as hard ending",2026-07-24T03:30:54.034Z
650,"frezul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.032Z
651,"glokos.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
652,"gralun.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
653,"plopel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.033Z
654,"prupir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
655,"sluzux.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
656,"spepol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.032Z
657,"strekek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
658,"trefed.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ed hard ending",2026-07-24T03:30:54.034Z
659,"vralok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
660,"fepond.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nd hard ending",2026-07-24T03:30:54.033Z
661,"fumbir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
662,"lurkir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
663,"nurkat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.034Z
664,"rardil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
665,"skosor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
666,"snotik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.033Z
667,"sudrol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
668,"rimpil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
669,"rorsun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
670,"blizok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
671,"thredik.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
672,"brudul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
673,"clalil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
674,"crukos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
675,"drukuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
676,"flelex.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ex hard ending",2026-07-24T03:30:54.033Z
677,"frezun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
678,"glokut.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
679,"grased.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ed hard ending",2026-07-24T03:30:54.034Z
680,"plopil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
681,"pralir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
682,"sladil.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
683,"spepon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.033Z
684,"strevex.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ex hard ending",2026-07-24T03:30:54.034Z
685,"troged.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ed hard ending",2026-07-24T03:30:54.034Z
686,"vrasol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.032Z
687,"fepord.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rd hard ending",2026-07-24T03:30:54.033Z
688,"futrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
689,"lurkor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.035Z
690,"nurkot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.032Z
691,"rardor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
692,"skotir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
693,"snovok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
